Vendedor,País,Produto,Data,Valor,Caixas Enviadas
Kaine Padly,Austrália,Pedacinhos 70% Cacau,08/02/2024,"$ 7.852,03",240
Roddy Speechley,Reino Unido,Pedacinhos 70% Cacau,24/03/2024,"$ 1.649,57",293
Rafaelita Blaksland,EUA,Chocolate para Beber,20/06/2024,"$ 9.333,45",78
Mallorie Waber,Canadá,Chocolate com Mel de Manuka,07/03/2024,"$ 1.540,11",117
Kaine Padly,Austrália,Barras de Frutas e Castanhas,20/06/2024,"$ 7.840,94",82
Oby Sorrel,Nova Zelândia,Calda de Chocolate Orgânica,17/02/2024,"$ 17.102,97",267
Madelene Upcott,Reino Unido,99% Cacau Puro,26/01/2024,"$ 4.023,75",17
Madelene Upcott,Austrália,Chocolate de Menta com Flocos,02/05/2024,"$ 1.075,51",58
Curtice Advani,Canadá,99% Cacau Puro,07/07/2024,"$ 5.246,78",2
Rafaelita Blaksland,Austrália,Gotas de Chocolate Culinário,22/08/2024,"$ 3.170,18",49
Karlen McCaffrey,Austrália,Chocolate de Menta (After Nines),11/08/2024,"$ 2.528,14",67
Marney O'Breen,Reino Unido,99% Cacau Puro,13/01/2024,"$ 2.993,06",72
Gunar Cockshoot,Austrália,Pedacinhos 50% Cacau,02/03/2024,"$ 13.072,95",119
Marney O'Breen,Austrália,Amêndoas Cobertas com Chocolate,27/07/2024,"$ 11.987,26",41
Kelci Walkden,Nova Zelândia,Chocolate para Beber,10/03/2024,"$ 18.385,44",116
Beverie Moffet,EUA,Barras 85% Cacau,23/08/2024,"$ 4.909,94",120
Roddy Speechley,EUA,Eclairs,25/04/2024,"$ 4.812,71",169
Dennison Crosswaite,Reino Unido,Barras de Chocolate ao Leite,07/03/2024,"$ 11.963,91",446
Wilone O'Kielt,Reino Unido,Calda de Chocolate Orgânica,12/07/2024,"$ 5.574,83",52
Madelene Upcott,EUA,Chocolate de Laranja,16/05/2024,"$ 9.205,15",144
Gunar Cockshoot,Índia,Chocolate Salgado Suave,02/03/2024,"$ 4.133,74",69
Marney O'Breen,Nova Zelândia,Barras 85% Cacau,30/05/2024,"$ 459,28",57
Marney O'Breen,Reino Unido,Chocolate com Mel de Manuka,10/06/2024,"$ 11.735,75",185
Brien Boise,EUA,99% Cacau Puro,25/07/2024,"$ 2.677,77",125
Beverie Moffet,Nova Zelândia,Chocolate de Menta com Flocos,09/06/2024,"$ 1.748,23",34
Dennison Crosswaite,EUA,Barras de Chocolate ao Leite,12/05/2024,"$ 890,78",62
Gunar Cockshoot,EUA,Chocolate para Beber,09/05/2024,"$ 4.142,16",5
Brien Boise,Canadá,Chocolate com Mel de Manuka,09/08/2024,"$ 7.308,24",178
Van Tuxwell,Índia,Amêndoas Cobertas com Chocolate,13/04/2024,"$ 6.833,86",115
Andria Kimpton,EUA,Barras Recheadas com Caramelo,02/05/2024,"$ 8.878,27",47
Dotty Strutley,EUA,99% Cacau Puro,09/08/2024,"$ 1.447,23",107
Camilla Castle,Austrália,Chocolate de Framboesa,23/08/2024,"$ 6.641,89",188
Gunar Cockshoot,Índia,Barras Finas Picantes,13/05/2024,"$ 7.117,30",174
Karlen McCaffrey,EUA,Chocolate com Mel de Manuka,01/02/2024,"$ 11.815,59",68
Camilla Castle,EUA,Pedacinhos 50% Cacau,23/06/2024,"$ 6.962,79",303
Madelene Upcott,Reino Unido,Amêndoas Cobertas com Chocolate,24/05/2024,"$ 11.786,42",147
Jan Morforth,Canadá,Chocolate de Menta com Flocos,01/04/2024,"$ 420,07",78
Camilla Castle,Canadá,Pedacinhos 70% Cacau,27/07/2024,"$ 10.791,08",166
Ches Bonnell,Índia,Cubos de Manteiga de Amendoim,27/01/2024,"$ 26.170,95",224
Jan Morforth,Índia,Amêndoas Cobertas com Chocolate,12/08/2024,"$ 2.987,81",136
Gigi Bohling,Canadá,Chocolate com Amêndoas,01/02/2024,"$ 11.705,99",47
Rafaelita Blaksland,Índia,Chocolate de Menta (After Nines),02/03/2024,"$ 5.256,03",201
Kelci Walkden,Austrália,99% Cacau Puro,30/06/2024,"$ 1.327,93",12
Dotty Strutley,Austrália,Barras Finas Picantes,17/01/2024,"$ 9.655,30",97
Brien Boise,EUA,Barras de Chocolate ao Leite,07/07/2024,"$ 16.001,54",133
Mallorie Waber,Nova Zelândia,Chocolate de Menta com Flocos,31/01/2024,"$ 485,13",36
Beverie Moffet,Reino Unido,99% Cacau Puro,10/08/2024,"$ 1.337,62",42
Beverie Moffet,EUA,Cubos de Manteiga de Amendoim,18/08/2024,"$ 15.722,43",351
Brien Boise,Nova Zelândia,Chocolate Branco,15/06/2024,"$ 6.287,25",340
Marney O'Breen,EUA,Gotas de Chocolate Culinário,26/01/2024,"$ 9.831,97",9
Kelci Walkden,EUA,Barras Finas Picantes,29/04/2024,"$ 90,36",73
Mallorie Waber,Canadá,Chocolate Branco,03/03/2024,"$ 3.799,50",71
Kaine Padly,Austrália,Chocolate com Amêndoas,22/02/2024,"$ 4.674,20",422
Oby Sorrel,EUA,Chocolate Salgado Suave,04/03/2024,"$ 4.011,83",169
Dennison Crosswaite,Índia,Chocolate Salgado Suave,07/07/2024,"$ 3.429,85",9
Camilla Castle,Nova Zelândia,Barras Recheadas com Caramelo,17/06/2024,"$ 4.920,68",380
Jan Morforth,Canadá,Barras Recheadas com Caramelo,02/08/2024,"$ 10.049,72",118
Oby Sorrel,EUA,Gotas de Chocolate Culinário,12/08/2024,"$ 8.485,10",120
Madelene Upcott,Nova Zelândia,Cubos de Manteiga de Amendoim,28/01/2024,"$ 6.030,31",351
Kelci Walkden,Austrália,Chocolate de Laranja,29/04/2024,"$ 13.331,77",443
Marney O'Breen,Austrália,Chocolate com Mel de Manuka,05/04/2024,"$ 15.245,95",233
Kaine Padly,Canadá,Chocolate com Mel de Manuka,18/01/2024,"$ 11.618,55",133
Jehu Rudeforth,Reino Unido,Gotas de Chocolate Culinário,16/05/2024,"$ 2.629,59",98
Kelci Walkden,Austrália,Chocolate Branco,24/08/2024,"$ 10.089,49",168
Curtice Advani,Índia,Barras 85% Cacau,18/01/2024,"$ 107,88",140
Kaine Padly,EUA,Eclairs,22/08/2024,"$ 7.978,76",10
Gunar Cockshoot,Reino Unido,99% Cacau Puro,07/03/2024,"$ 2,86",29
Beverie Moffet,Reino Unido,Amêndoas Cobertas com Chocolate,04/03/2024,"$ 3.303,13",73
Dotty Strutley,Canadá,Chocolate com Mel de Manuka,22/04/2024,"$ 13.959,74",113
Kaine Padly,Austrália,Barras de Chocolate ao Leite,09/06/2024,"$ 4.251,42",91
Jan Morforth,Canadá,Barras de Frutas e Castanhas,25/07/2024,"$ 9.885,53",217
Jan Morforth,Índia,Chocolate Salgado Suave,03/08/2024,"$ 12.864,47",93
Rafaelita Blaksland,Austrália,Chocolate com Mel de Manuka,03/08/2024,"$ 5.245,60",144
Jehu Rudeforth,Reino Unido,Barras de Chocolate ao Leite,03/05/2024,"$ 14.345,50",219
Husein Augar,Canadá,Chocolate de Menta (After Nines),19/01/2024,"$ 11.462,19",288
Roddy Speechley,EUA,Pedacinhos 50% Cacau,11/02/2024,"$ 11.667,94",306
Van Tuxwell,Índia,Chocolate com Amêndoas,14/06/2024,"$ 7.455,17",383
Kelci Walkden,EUA,Pedacinhos 50% Cacau,23/03/2024,"$ 7.203,64",234
Madelene Upcott,Canadá,Barras 85% Cacau,17/02/2024,"$ 2.828,55",36
Dennison Crosswaite,Canadá,Chocolate Salgado Suave,17/03/2024,"$ 2.055,40",485
Mallorie Waber,Austrália,Barras Finas Picantes,29/06/2024,"$ 6.476,09",304
Ches Bonnell,Canadá,Amêndoas Cobertas com Chocolate,24/08/2024,"$ 17.490,08",289
Gigi Bohling,Canadá,Barras Finas Picantes,04/07/2024,"$ 13.644,00",281
Roddy Speechley,Nova Zelândia,Chocolate com Amêndoas,28/03/2024,"$ 2.930,46",70
Curtice Advani,Índia,Chocolate Salgado Suave,19/04/2024,"$ 22.717,09",143
Ches Bonnell,Nova Zelândia,Chocolate de Menta com Flocos,18/01/2024,"$ 3.315,10",86
Van Tuxwell,Nova Zelândia,Barras de Frutas e Castanhas,17/01/2024,"$ 3.400,47",92
Andria Kimpton,Nova Zelândia,Chocolate de Menta com Flocos,15/02/2024,"$ 3.743,67",70
Andria Kimpton,Reino Unido,Barras de Chocolate ao Leite,11/02/2024,"$ 17.101,67",307
Camilla Castle,EUA,Chocolate com Mel de Manuka,21/03/2024,"$ 18.936,88",180
Gunar Cockshoot,Nova Zelândia,Chocolate com Amêndoas,05/01/2024,"$ 6.015,37",136
Brien Boise,Índia,Chocolate de Framboesa,30/05/2024,"$ 7.623,58",162
Jehu Rudeforth,EUA,99% Cacau Puro,04/01/2024,"$ 1.048,89",79
Beverie Moffet,Austrália,Barras de Frutas e Castanhas,22/04/2024,"$ 1.718,97",260
Gigi Bohling,Canadá,Barras de Chocolate ao Leite,10/02/2024,"$ 3.523,33",114
Dotty Strutley,Índia,Barras Finas Picantes,12/08/2024,"$ 1.092,36",209
Gunar Cockshoot,EUA,Calda de Chocolate Orgânica,10/08/2024,"$ 2.495,71",310
Kelci Walkden,Austrália,Chocolate de Framboesa,07/06/2024,"$ 813,41",58
Jehu Rudeforth,Índia,Gotas de Chocolate Culinário,06/06/2024,"$ 2.489,06",81
Karlen McCaffrey,Nova Zelândia,Gotas de Chocolate Culinário,05/04/2024,"$ 5.701,35",201
Wilone O'Kielt,EUA,Pedacinhos 50% Cacau,18/04/2024,"$ 5.084,32",126
Andria Kimpton,Índia,Pedacinhos 50% Cacau,31/01/2024,"$ 15.789,48",16
Madelene Upcott,EUA,Gotas de Chocolate Culinário,22/08/2024,"$ 6.541,75",141
Jehu Rudeforth,Austrália,99% Cacau Puro,25/02/2024,"$ 3.993,19",75
Jan Morforth,Austrália,Chocolate de Menta com Flocos,22/02/2024,"$ 6.740,44",34
Oby Sorrel,Nova Zelândia,Barras de Chocolate ao Leite,12/01/2024,"$ 5.074,86",201
Brien Boise,Reino Unido,Chocolate com Amêndoas,25/05/2024,"$ 115,90",120
Kelci Walkden,Índia,Chocolate Salgado Suave,01/02/2024,"$ 2.797,19",9
Rafaelita Blaksland,Reino Unido,Eclairs,27/04/2024,"$ 1.608,04",75
Gigi Bohling,EUA,Chocolate Salgado Suave,22/07/2024,"$ 2.960,99",133
Curtice Advani,Nova Zelândia,Chocolate de Menta com Flocos,26/01/2024,"$ 1.296,23",91
Curtice Advani,EUA,Chocolate de Menta com Flocos,24/08/2024,"$ 1.987,85",99
Madelene Upcott,Nova Zelândia,Barras de Frutas e Castanhas,18/01/2024,"$ 6.764,17",20
Karlen McCaffrey,Índia,Barras 85% Cacau,30/03/2024,"$ 388,10",30
Ches Bonnell,Austrália,Barras Recheadas com Caramelo,17/01/2024,"$ 9.477,32",160
Kelci Walkden,EUA,Barras de Frutas e Castanhas,17/02/2024,"$ 5.301,93",155
Kelci Walkden,Canadá,Cubos de Manteiga de Amendoim,08/04/2024,"$ 8.041,25",43
Gigi Bohling,Canadá,Chocolate para Beber,06/07/2024,"$ 3.716,17",89
Husein Augar,Índia,Barras de Frutas e Castanhas,04/04/2024,"$ 4.591,77",222
Jan Morforth,Nova Zelândia,Calda de Chocolate Orgânica,02/03/2024,"$ 1.928,33",217
Gigi Bohling,Nova Zelândia,Chocolate de Framboesa,09/08/2024,"$ 1.225,12",186
Dennison Crosswaite,Austrália,Barras de Chocolate ao Leite,09/06/2024,"$ 11.326,55",296
Ches Bonnell,Reino Unido,Barras Recheadas com Caramelo,02/06/2024,"$ 3.063,08",301
Van Tuxwell,EUA,Barras de Frutas e Castanhas,05/07/2024,"$ 7.093,33",233
Andria Kimpton,Canadá,Eclairs,11/08/2024,"$ 337,37",120
Madelene Upcott,Índia,Amêndoas Cobertas com Chocolate,11/02/2024,"$ 3.764,59",158
Kelci Walkden,Nova Zelândia,Barras Finas Picantes,11/08/2024,"$ 695,32",68
Roddy Speechley,Austrália,Chocolate para Beber,12/05/2024,"$ 14.609,99",111
Wilone O'Kielt,EUA,Barras de Chocolate ao Leite,15/07/2024,"$ 5.298,68",96
Andria Kimpton,Índia,Calda de Chocolate Orgânica,18/01/2024,"$ 4.552,30",132
Madelene Upcott,Reino Unido,Barras de Frutas e Castanhas,05/01/2024,"$ 9.099,26",199
Curtice Advani,Austrália,Pedacinhos 50% Cacau,29/06/2024,"$ 603,97",239
Brien Boise,Canadá,Chocolate de Framboesa,14/06/2024,"$ 3.172,23",46
Gunar Cockshoot,Índia,Chocolate de Menta com Flocos,08/08/2024,"$ 1.658,06",25
Dennison Crosswaite,Índia,Chocolate de Menta com Flocos,23/03/2024,"$ 5.320,55",49
Barr Faughny,Índia,Barras Recheadas com Caramelo,04/01/2024,"$ 7.912,62",106
Brien Boise,Índia,Barras de Chocolate ao Leite,22/02/2024,"$ 14.190,78",269
Beverie Moffet,Reino Unido,Barras Finas Picantes,17/02/2024,"$ 9.327,08",259
Barr Faughny,EUA,Chocolate com Amêndoas,03/02/2024,"$ 434,42",83
Van Tuxwell,Canadá,Chocolate de Framboesa,17/03/2024,"$ 1.497,58",132
Wilone O'Kielt,Austrália,Gotas de Chocolate Culinário,25/01/2024,"$ 3.124,74",155
Brien Boise,Austrália,Barras de Chocolate ao Leite,27/07/2024,"$ 2.356,21",54
Husein Augar,Austrália,Barras de Frutas e Castanhas,28/01/2024,"$ 8.548,00",55
Madelene Upcott,Austrália,Calda de Chocolate Orgânica,05/07/2024,"$ 12.094,34",52
Van Tuxwell,Índia,Chocolate Branco,15/03/2024,"$ 2.119,42",46
Gunar Cockshoot,Canadá,Chocolate de Menta (After Nines),04/08/2024,"$ 3.038,32",220
Jan Morforth,EUA,Barras de Frutas e Castanhas,27/06/2024,"$ 5.187,72",382
Jan Morforth,Canadá,Chocolate de Menta (After Nines),13/07/2024,"$ 5.384,52",180
Barr Faughny,Nova Zelândia,Chocolate com Mel de Manuka,24/02/2024,"$ 6.575,07",249
Karlen McCaffrey,Nova Zelândia,Barras 85% Cacau,28/06/2024,"$ 2.222,63",20
Oby Sorrel,Austrália,Barras 85% Cacau,30/06/2024,"$ 2.620,82",9
Curtice Advani,Canadá,Amêndoas Cobertas com Chocolate,18/08/2024,"$ 6.997,57",7
Kaine Padly,Índia,Pedacinhos 70% Cacau,24/01/2024,"$ 13.081,57",324
Beverie Moffet,EUA,Chocolate Branco,11/03/2024,"$ 5.964,72",136
Ches Bonnell,Nova Zelândia,Chocolate de Menta (After Nines),23/06/2024,"$ 6.651,11",377
Husein Augar,Índia,Barras Finas Picantes,22/08/2024,"$ 2.606,11",31
Gunar Cockshoot,Canadá,Pedacinhos 50% Cacau,04/01/2024,"$ 3.615,98",24
Curtice Advani,Índia,Barras de Chocolate ao Leite,05/04/2024,"$ 3.658,27",210
Beverie Moffet,Índia,Barras de Chocolate ao Leite,15/04/2024,"$ 1.997,46",314
Husein Augar,Austrália,Chocolate Branco,11/05/2024,"$ 3.618,67",213
Andria Kimpton,Canadá,Chocolate com Mel de Manuka,21/07/2024,"$ 5.538,85",492
Jan Morforth,Nova Zelândia,Chocolate de Laranja,11/02/2024,"$ 1.382,49",86
Andria Kimpton,Canadá,Chocolate Salgado Suave,08/07/2024,"$ 1.223,79",81
Gunar Cockshoot,Reino Unido,Chocolate de Framboesa,11/08/2024,"$ 8.043,29",344
Husein Augar,Nova Zelândia,Chocolate de Menta (After Nines),04/08/2024,"$ 6.878,47",7
Andria Kimpton,Nova Zelândia,Chocolate de Laranja,14/06/2024,"$ 9.420,22",94
Dennison Crosswaite,Reino Unido,Gotas de Chocolate Culinário,17/01/2024,"$ 2.516,34",293
Jehu Rudeforth,Canadá,Chocolate de Laranja,23/06/2024,"$ 4.334,75",529
Jehu Rudeforth,Reino Unido,Chocolate Salgado Suave,24/08/2024,"$ 1.588,49",111
Andria Kimpton,Reino Unido,Barras Recheadas com Caramelo,07/06/2024,"$ 8.959,38",271
Jan Morforth,Reino Unido,Chocolate Branco,22/06/2024,"$ 9.409,06",46
Dotty Strutley,EUA,Barras de Frutas e Castanhas,13/07/2024,"$ 3.315,64",268
Kelci Walkden,Reino Unido,Amêndoas Cobertas com Chocolate,24/05/2024,"$ 10.920,70",210
Gunar Cockshoot,Nova Zelândia,Chocolate de Menta (After Nines),09/08/2024,"$ 7.605,55",154
Kaine Padly,Canadá,Barras 85% Cacau,06/04/2024,"$ 650,99",11
Jan Morforth,Nova Zelândia,Chocolate com Mel de Manuka,28/07/2024,"$ 1.743,87",259
Gunar Cockshoot,Nova Zelândia,Chocolate de Framboesa,24/08/2024,"$ 758,28",57
Van Tuxwell,Austrália,99% Cacau Puro,17/01/2024,"$ 43,88",48
Curtice Advani,EUA,Chocolate para Beber,07/02/2024,"$ 6.170,75",149
Brien Boise,Austrália,Barras Finas Picantes,09/05/2024,"$ 6.867,13",273
Mallorie Waber,Nova Zelândia,Barras 85% Cacau,06/06/2024,"$ 3.071,41",39
Wilone O'Kielt,EUA,Amêndoas Cobertas com Chocolate,06/06/2024,"$ 10.422,84",6
Beverie Moffet,Nova Zelândia,Calda de Chocolate Orgânica,24/05/2024,"$ 7.402,04",231
Gunar Cockshoot,Reino Unido,Pedacinhos 50% Cacau,13/01/2024,"$ 2.498,04",129
Marney O'Breen,EUA,Chocolate de Framboesa,23/05/2024,"$ 6.873,56",152
Jehu Rudeforth,Reino Unido,Chocolate Branco,29/06/2024,"$ 2.015,93",304
Jehu Rudeforth,Nova Zelândia,Barras 85% Cacau,11/03/2024,"$ 2.827,13",33
Dotty Strutley,EUA,Barras 85% Cacau,25/04/2024,"$ 3.902,31",188
Rafaelita Blaksland,Austrália,Chocolate Salgado Suave,30/05/2024,"$ 4.739,39",236
Curtice Advani,Índia,Chocolate com Mel de Manuka,23/05/2024,"$ 1.844,54",185
Mallorie Waber,EUA,Cubos de Manteiga de Amendoim,23/05/2024,"$ 1.263,98",19
Van Tuxwell,Canadá,Cubos de Manteiga de Amendoim,24/06/2024,"$ 7.527,84",306
Kelci Walkden,Nova Zelândia,Chocolate Salgado Suave,11/03/2024,"$ 12.265,45",268
Rafaelita Blaksland,EUA,Chocolate Salgado Suave,27/07/2024,"$ 17.662,05",230
Rafaelita Blaksland,EUA,Chocolate Branco,16/08/2024,"$ 5.520,00",120
Roddy Speechley,Canadá,Chocolate Salgado Suave,07/03/2024,"$ 10.712,76",11
Curtice Advani,Nova Zelândia,Chocolate de Menta (After Nines),05/04/2024,"$ 8.416,80",29
Camilla Castle,Índia,Barras 85% Cacau,04/05/2024,"$ 3.495,12",18
Ches Bonnell,EUA,Amêndoas Cobertas com Chocolate,04/01/2024,"$ 15.629,82",89
Marney O'Breen,Austrália,Gotas de Chocolate Culinário,13/01/2024,"$ 6.224,33",100
Wilone O'Kielt,Nova Zelândia,Barras de Frutas e Castanhas,11/07/2024,"$ 7.736,85",95
Kaine Padly,Austrália,Chocolate de Menta com Flocos,17/05/2024,"$ 1.701,26",56
Camilla Castle,Nova Zelândia,Cubos de Manteiga de Amendoim,21/07/2024,"$ 1.754,64",62
Curtice Advani,Canadá,Calda de Chocolate Orgânica,22/02/2024,"$ 897,13",24
Jan Morforth,Índia,99% Cacau Puro,23/05/2024,"$ 3.712,55",63
Rafaelita Blaksland,Canadá,Chocolate para Beber,12/07/2024,"$ 10.772,00",192
Jan Morforth,Reino Unido,Chocolate de Laranja,15/06/2024,"$ 4.116,96",203
Barr Faughny,Nova Zelândia,Pedacinhos 50% Cacau,23/06/2024,"$ 5.185,36",321
Curtice Advani,Austrália,Eclairs,25/03/2024,"$ 6.974,95",58
Jan Morforth,Índia,Barras Recheadas com Caramelo,04/07/2024,"$ 99,50",161
Andria Kimpton,Reino Unido,Chocolate Branco,12/05/2024,"$ 10.203,47",109
Camilla Castle,Nova Zelândia,Chocolate de Framboesa,04/04/2024,"$ 5.081,52",148
Madelene Upcott,Austrália,Chocolate de Laranja,15/04/2024,"$ 7.166,62",381
Roddy Speechley,Canadá,Eclairs,08/03/2024,"$ 7.026,54",95
Karlen McCaffrey,Índia,Chocolate Branco,17/01/2024,"$ 8.265,32",251
Wilone O'Kielt,Índia,Chocolate de Menta com Flocos,22/08/2024,"$ 530,67",18
Andria Kimpton,Reino Unido,99% Cacau Puro,25/07/2024,"$ 440,49",25
Marney O'Breen,Reino Unido,Pedacinhos 50% Cacau,14/06/2024,"$ 3.506,38",126
Ches Bonnell,Índia,Amêndoas Cobertas com Chocolate,05/04/2024,"$ 10.969,00",83
Madelene Upcott,Reino Unido,Chocolate de Framboesa,26/08/2024,"$ 8.442,19",347
Wilone O'Kielt,Austrália,Pedacinhos 50% Cacau,03/08/2024,"$ 11.000,85",112
Gigi Bohling,Canadá,Chocolate Branco,11/07/2024,"$ 6.987,59",4
Wilone O'Kielt,Nova Zelândia,Eclairs,11/03/2024,"$ 3.735,00",21
Brien Boise,Reino Unido,Cubos de Manteiga de Amendoim,10/01/2024,"$ 17.346,79",32
Roddy Speechley,Reino Unido,Gotas de Chocolate Culinário,04/04/2024,"$ 16.517,20",349
Karlen McCaffrey,Austrália,Pedacinhos 50% Cacau,17/01/2024,"$ 7.642,94",778
Marney O'Breen,Nova Zelândia,Calda de Chocolate Orgânica,08/07/2024,"$ 10.337,23",49
Jan Morforth,Reino Unido,Calda de Chocolate Orgânica,12/04/2024,"$ 1.367,24",384
Rafaelita Blaksland,Canadá,Barras de Frutas e Castanhas,24/08/2024,"$ 570,58",191
Ches Bonnell,Reino Unido,Amêndoas Cobertas com Chocolate,07/06/2024,"$ 2.012,27",259
Gunar Cockshoot,Canadá,Chocolate com Amêndoas,28/07/2024,"$ 1.469,24",29
Husein Augar,EUA,99% Cacau Puro,21/02/2024,"$ 3.507,06",39
Dennison Crosswaite,Canadá,Chocolate de Menta com Flocos,08/04/2024,"$ 670,13",106
Brien Boise,Reino Unido,Chocolate com Mel de Manuka,28/06/2024,"$ 73,91",101
Van Tuxwell,Reino Unido,Gotas de Chocolate Culinário,24/03/2024,"$ 2.794,33",21
Barr Faughny,Austrália,Barras Recheadas com Caramelo,29/07/2024,"$ 3.192,06",54
Dennison Crosswaite,EUA,Eclairs,25/05/2024,"$ 2.447,37",98
Gigi Bohling,Austrália,Chocolate de Framboesa,30/03/2024,"$ 7.696,46",313
Dennison Crosswaite,EUA,Calda de Chocolate Orgânica,18/07/2024,"$ 14.731,55",132
Beverie Moffet,Canadá,Chocolate de Laranja,10/05/2024,"$ 9.321,64",111
Mallorie Waber,Austrália,Amêndoas Cobertas com Chocolate,18/03/2024,"$ 18.473,63",88
Ches Bonnell,Índia,Barras Recheadas com Caramelo,15/06/2024,"$ 7.437,55",54
Van Tuxwell,Canadá,Pedacinhos 50% Cacau,12/05/2024,"$ 14.581,33",58
Kelci Walkden,Nova Zelândia,Gotas de Chocolate Culinário,23/06/2024,"$ 3.389,96",115
Beverie Moffet,Índia,Barras Finas Picantes,21/04/2024,"$ 3.968,38",182
Gigi Bohling,Austrália,Chocolate com Amêndoas,17/08/2024,"$ 1.084,26",120
Rafaelita Blaksland,Nova Zelândia,Eclairs,07/02/2024,"$ 20.690,20",51
Kelci Walkden,Canadá,Chocolate Salgado Suave,17/03/2024,"$ 8.929,57",121
Jan Morforth,Índia,Gotas de Chocolate Culinário,01/08/2024,"$ 15.497,27",85
Jehu Rudeforth,Austrália,Barras de Chocolate ao Leite,18/03/2024,"$ 9.172,13",30
Gigi Bohling,Canadá,Barras de Frutas e Castanhas,14/06/2024,"$ 6.093,61",104
Beverie Moffet,Reino Unido,Eclairs,22/04/2024,"$ 9.144,79",156
Marney O'Breen,Nova Zelândia,Eclairs,18/01/2024,"$ 5.902,91",31
Husein Augar,Austrália,99% Cacau Puro,26/08/2024,"$ 1.147,11",45
Gunar Cockshoot,Nova Zelândia,Barras de Frutas e Castanhas,10/06/2024,"$ 9.759,53",424
Curtice Advani,Canadá,Pedacinhos 70% Cacau,31/01/2024,"$ 2.504,90",7
Kelci Walkden,Nova Zelândia,Chocolate com Mel de Manuka,08/04/2024,"$ 1.527,99",107
Dotty Strutley,Austrália,Gotas de Chocolate Culinário,07/06/2024,"$ 3.767,49",65
Barr Faughny,Austrália,Barras 85% Cacau,10/02/2024,"$ 3.308,26",14
Beverie Moffet,Austrália,Pedacinhos 50% Cacau,16/05/2024,"$ 764,63",441
Gunar Cockshoot,Índia,Gotas de Chocolate Culinário,18/03/2024,"$ 2.432,75",535
Van Tuxwell,Austrália,Pedacinhos 50% Cacau,13/07/2024,"$ 779,04",134
Oby Sorrel,EUA,Chocolate com Mel de Manuka,25/07/2024,"$ 5.050,53",85
Van Tuxwell,Canadá,Amêndoas Cobertas com Chocolate,19/08/2024,"$ 2.727,35",293
Karlen McCaffrey,Canadá,Pedacinhos 70% Cacau,24/06/2024,"$ 9.089,21",602
Kelci Walkden,Canadá,Barras de Frutas e Castanhas,20/06/2024,"$ 881,49",152
Camilla Castle,Índia,99% Cacau Puro,02/08/2024,"$ 79,64",78
Madelene Upcott,Nova Zelândia,Pedacinhos 70% Cacau,22/02/2024,"$ 14.193,58",102
Mallorie Waber,Nova Zelândia,Chocolate de Laranja,01/02/2024,"$ 7.459,88",23
Jan Morforth,Canadá,Pedacinhos 70% Cacau,14/02/2024,"$ 6.578,55",312
Kelci Walkden,Austrália,Barras de Chocolate ao Leite,24/02/2024,"$ 8.975,44",137
Dennison Crosswaite,Índia,Chocolate de Laranja,18/03/2024,"$ 852,29",123
Husein Augar,Reino Unido,Eclairs,30/08/2024,"$ 1.955,20",250
Gigi Bohling,EUA,Cubos de Manteiga de Amendoim,09/05/2024,"$ 323,29",72
Wilone O'Kielt,EUA,Chocolate Salgado Suave,18/01/2024,"$ 542,39",86
Curtice Advani,Índia,Chocolate Branco,04/07/2024,"$ 7.666,62",347
Oby Sorrel,Nova Zelândia,Barras Finas Picantes,03/06/2024,"$ 1.826,32",13
Beverie Moffet,Nova Zelândia,Cubos de Manteiga de Amendoim,23/02/2024,"$ 11.510,68",30
Dotty Strutley,Nova Zelândia,99% Cacau Puro,09/05/2024,"$ 4.292,35",78
Kelci Walkden,Índia,Pedacinhos 70% Cacau,06/06/2024,"$ 3.878,60",108
Kelci Walkden,Índia,Chocolate para Beber,04/07/2024,"$ 8.328,52",238
Brien Boise,Nova Zelândia,Chocolate para Beber,06/06/2024,"$ 1.666,46",98
Dotty Strutley,Austrália,Chocolate com Amêndoas,13/05/2024,"$ 1.754,11",95
Wilone O'Kielt,Nova Zelândia,Calda de Chocolate Orgânica,31/01/2024,"$ 2.390,70",274
Ches Bonnell,Nova Zelândia,Barras Recheadas com Caramelo,30/06/2024,"$ 8.546,72",41
Barr Faughny,Canadá,Chocolate com Mel de Manuka,25/08/2024,"$ 4.115,57",274
Gigi Bohling,Nova Zelândia,Chocolate Salgado Suave,10/01/2024,"$ 787,38",95
Brien Boise,EUA,Chocolate com Mel de Manuka,22/08/2024,"$ 2.095,78",8
Roddy Speechley,Nova Zelândia,Barras 85% Cacau,14/04/2024,"$ 1.827,28",93
Oby Sorrel,Reino Unido,Chocolate Salgado Suave,31/05/2024,"$ 11.264,45",340
Oby Sorrel,Reino Unido,Chocolate de Framboesa,08/04/2024,"$ 5.477,33",341
Roddy Speechley,EUA,Chocolate para Beber,21/02/2024,"$ 3.389,00",160
Andria Kimpton,Austrália,Chocolate com Mel de Manuka,30/03/2024,"$ 11.559,52",413
Mallorie Waber,Índia,Chocolate de Framboesa,02/03/2024,"$ 1.676,82",2
Jehu Rudeforth,EUA,Chocolate de Laranja,28/07/2024,"$ 437,48",174
